DeviceType,SerialNo,EnergyUsage,Interval,LoggedAt
SmartSensor,DEVICE-1598,5281,5,02/14/2022 14:00:00
SmartSensor,DEVICE-1598,5376,5,02/14/2022 14:05:00
SmartSensor,DEVICE-1598,5256,5,02/14/2022 14:10:00
SmartSensor,DEVICE-1598,5268,5,02/14/2022 14:15:00
SmartSensor,DEVICE-1598,5334,5,02/14/2022 14:20:00
SmartSensor,DEVICE-1598,5256,5,02/14/2022 14:25:00
SmartSensor,DEVICE-1598,5202,5,02/14/2022 14:30:00
SmartSensor,DEVICE-1598,5081,5,02/14/2022 14:35:00
SmartSensor,DEVICE-1598,5000,5,02/14/2022 14:40:00
SmartSensor,DEVICE-1598,5387,5,02/14/2022 14:45:00
SmartSensor,DEVICE-1598,5025,5,02/14/2022 14:50:00
SmartSensor,DEVICE-1598,5386,5,02/14/2022 14:55:00
SmartSensor,DEVICE-1598,5040,5,02/14/2022 15:00:00
SmartSensor,DEVICE-1598,5032,5,02/14/2022 15:05:00
SmartSensor,DEVICE-1598,5379,5,02/14/2022 15:10:00
SmartSensor,DEVICE-1598,5162,5,02/14/2022 15:15:00
SmartSensor,DEVICE-1598,5147,5,02/14/2022 15:20:00
SmartSensor,DEVICE-1598,5454,5,02/14/2022 15:25:00
SmartSensor,DEVICE-1598,5418,5,02/14/2022 15:30:00
SmartSensor,DEVICE-1598,5460,5,02/14/2022 15:35:00
SmartSensor,DEVICE-1598,5468,5,02/14/2022 15:40:00
SmartSensor,DEVICE-1598,5430,5,02/14/2022 15:45:00
SmartSensor,DEVICE-1598,5333,5,02/14/2022 15:50:00
SmartSensor,DEVICE-1598,5004,5,02/14/2022 15:55:00
SmartSensor,DEVICE-1598,5007,5,02/14/2022 16:00:00
SmartSensor,DEVICE-1598,5229,5,02/14/2022 16:05:00
SmartSensor,DEVICE-1598,5349,5,02/14/2022 16:10:00
SmartSensor,DEVICE-1598,5112,5,02/14/2022 16:15:00
SmartSensor,DEVICE-1598,5266,5,02/14/2022 16:20:00
SmartSensor,DEVICE-1598,5269,5,02/14/2022 16:25:00
SmartSensor,DEVICE-1598,5410,5,02/14/2022 16:30:00
SmartSensor,DEVICE-1598,5077,5,02/14/2022 16:35:00
SmartSensor,DEVICE-1598,5359,5,02/14/2022 16:40:00
SmartSensor,DEVICE-1598,5076,5,02/14/2022 16:45:00
SmartSensor,DEVICE-1598,5292,5,02/14/2022 16:50:00
SmartSensor,DEVICE-1598,5254,5,02/14/2022 16:55:00
SmartSensor,DEVICE-1598,5078,5,02/14/2022 17:00:00
SmartSensor,DEVICE-1598,5058,5,02/14/2022 17:05:00
SmartSensor,DEVICE-1598,5392,5,02/14/2022 17:10:00
SmartSensor,DEVICE-1598,5420,5,02/14/2022 17:15:00
SmartSensor,DEVICE-1598,5302,5,02/14/2022 17:20:00
SmartSensor,DEVICE-1598,5080,5,02/14/2022 17:25:00
SmartSensor,DEVICE-1598,5325,5,02/14/2022 17:30:00
SmartSensor,DEVICE-1598,5251,5,02/14/2022 17:35:00
SmartSensor,DEVICE-1598,5193,5,02/14/2022 17:40:00
SmartSensor,DEVICE-1598,5005,5,02/14/2022 17:45:00
SmartSensor,DEVICE-1598,5033,5,02/14/2022 17:50:00
SmartSensor,DEVICE-1598,5032,5,02/14/2022 17:55:00
SmartSensor,DEVICE-1598,5157,5,02/14/2022 18:00:00
SmartSensor,DEVICE-1598,5419,5,02/14/2022 18:05:00
SmartSensor,DEVICE-1598,5480,5,02/14/2022 18:10:00
SmartSensor,DEVICE-1598,5199,5,02/14/2022 18:15:00
SmartSensor,DEVICE-1598,5039,5,02/14/2022 18:20:00
SmartSensor,DEVICE-1598,5001,5,02/14/2022 18:25:00
SmartSensor,DEVICE-1598,5122,5,02/14/2022 18:30:00
SmartSensor,DEVICE-1598,5068,5,02/14/2022 18:35:00
SmartSensor,DEVICE-1598,5178,5,02/14/2022 18:40:00
SmartSensor,DEVICE-1598,5443,5,02/14/2022 18:45:00
SmartSensor,DEVICE-1598,5110,5,02/14/2022 18:50:00
SmartSensor,DEVICE-1598,5052,5,02/14/2022 18:55:00
SmartSensor,DEVICE-1598,3137,5,02/14/2022 19:00:00
SmartSensor,DEVICE-1598,3171,5,02/14/2022 19:05:00
SmartSensor,DEVICE-1598,3182,5,02/14/2022 19:10:00
SmartSensor,DEVICE-1598,3395,5,02/14/2022 19:15:00
SmartSensor,DEVICE-1598,3202,5,02/14/2022 19:20:00
SmartSensor,DEVICE-1598,3272,5,02/14/2022 19:25:00
SmartSensor,DEVICE-1598,3149,5,02/14/2022 19:30:00
SmartSensor,DEVICE-1598,3165,5,02/14/2022 19:35:00
SmartSensor,DEVICE-1598,3061,5,02/14/2022 19:40:00
SmartSensor,DEVICE-1598,3303,5,02/14/2022 19:45:00
SmartSensor,DEVICE-1598,3179,5,02/14/2022 19:50:00
SmartSensor,DEVICE-1598,3150,5,02/14/2022 19:55:00
SmartSensor,DEVICE-1598,3418,5,02/14/2022 20:00:00
SmartSensor,DEVICE-1598,3252,5,02/14/2022 20:05:00
SmartSensor,DEVICE-1598,3235,5,02/14/2022 20:10:00
SmartSensor,DEVICE-1598,3201,5,02/14/2022 20:15:00
SmartSensor,DEVICE-1598,3429,5,02/14/2022 20:20:00
SmartSensor,DEVICE-1598,3136,5,02/14/2022 20:25:00
SmartSensor,DEVICE-1598,3183,5,02/14/2022 20:30:00
SmartSensor,DEVICE-1598,3013,5,02/14/2022 20:35:00
SmartSensor,DEVICE-1598,3418,5,02/14/2022 20:40:00
SmartSensor,DEVICE-1598,3272,5,02/14/2022 20:45:00
SmartSensor,DEVICE-1598,3457,5,02/14/2022 20:50:00
SmartSensor,DEVICE-1598,3067,5,02/14/2022 20:55:00
SmartSensor,DEVICE-1598,3479,5,02/14/2022 21:00:00
SmartSensor,DEVICE-1598,3098,5,02/14/2022 21:05:00
SmartSensor,DEVICE-1598,3400,5,02/14/2022 21:10:00
SmartSensor,DEVICE-1598,3440,5,02/14/2022 21:15:00
SmartSensor,DEVICE-1598,3263,5,02/14/2022 21:20:00
SmartSensor,DEVICE-1598,3108,5,02/14/2022 21:25:00
SmartSensor,DEVICE-1598,3298,5,02/14/2022 21:30:00
SmartSensor,DEVICE-1598,3204,5,02/14/2022 21:35:00
SmartSensor,DEVICE-1598,3167,5,02/14/2022 21:40:00
SmartSensor,DEVICE-1598,3295,5,02/14/2022 21:45:00
SmartSensor,DEVICE-1598,3428,5,02/14/2022 21:50:00
SmartSensor,DEVICE-1598,3232,5,02/14/2022 21:55:00
SmartSensor,DEVICE-1598,3181,5,02/14/2022 22:00:00
SmartSensor,DEVICE-1598,3348,5,02/14/2022 22:05:00
SmartSensor,DEVICE-1598,3451,5,02/14/2022 22:10:00
SmartSensor,DEVICE-1598,3120,5,02/14/2022 22:15:00
SmartSensor,DEVICE-1598,3216,5,02/14/2022 22:20:00
SmartSensor,DEVICE-1598,3001,5,02/14/2022 22:25:00
SmartSensor,DEVICE-1598,3210,5,02/14/2022 22:30:00
SmartSensor,DEVICE-1598,3206,5,02/14/2022 22:35:00
SmartSensor,DEVICE-1598,3430,5,02/14/2022 22:40:00
SmartSensor,DEVICE-1598,3062,5,02/14/2022 22:45:00
SmartSensor,DEVICE-1598,3391,5,02/14/2022 22:50:00
SmartSensor,DEVICE-1598,3385,5,02/14/2022 22:55:00
SmartSensor,DEVICE-1598,3059,5,02/14/2022 23:00:00
SmartSensor,DEVICE-1598,3122,5,02/14/2022 23:05:00
SmartSensor,DEVICE-1598,3080,5,02/14/2022 23:10:00
SmartSensor,DEVICE-1598,3151,5,02/14/2022 23:15:00
SmartSensor,DEVICE-1598,3423,5,02/14/2022 23:20:00
SmartSensor,DEVICE-1598,3051,5,02/14/2022 23:25:00
SmartSensor,DEVICE-1598,3477,5,02/14/2022 23:30:00
SmartSensor,DEVICE-1598,3218,5,02/14/2022 23:35:00
SmartSensor,DEVICE-1598,3290,5,02/14/2022 23:40:00
SmartSensor,DEVICE-1598,3049,5,02/14/2022 23:45:00
SmartSensor,DEVICE-1598,3400,5,02/14/2022 23:50:00
SmartSensor,DEVICE-1598,3130,5,02/14/2022 23:55:00
SmartSensor,DEVICE-1598,3369,5,02/15/2022 00:00:00
SmartSensor,DEVICE-1598,3092,5,02/15/2022 00:05:00
SmartSensor,DEVICE-1598,3347,5,02/15/2022 00:10:00
SmartSensor,DEVICE-1598,3077,5,02/15/2022 00:15:00
SmartSensor,DEVICE-1598,3050,5,02/15/2022 00:20:00
SmartSensor,DEVICE-1598,3369,5,02/15/2022 00:25:00
SmartSensor,DEVICE-1598,3442,5,02/15/2022 00:30:00
SmartSensor,DEVICE-1598,3210,5,02/15/2022 00:35:00
SmartSensor,DEVICE-1598,3346,5,02/15/2022 00:40:00
SmartSensor,DEVICE-1598,3167,5,02/15/2022 00:45:00
SmartSensor,DEVICE-1598,3065,5,02/15/2022 00:50:00
SmartSensor,DEVICE-1598,3185,5,02/15/2022 00:55:00
SmartSensor,DEVICE-1598,3052,5,02/15/2022 01:00:00
SmartSensor,DEVICE-1598,3203,5,02/15/2022 01:05:00
SmartSensor,DEVICE-1598,3088,5,02/15/2022 01:10:00
SmartSensor,DEVICE-1598,3057,5,02/15/2022 01:15:00
SmartSensor,DEVICE-1598,3266,5,02/15/2022 01:20:00
SmartSensor,DEVICE-1598,3099,5,02/15/2022 01:25:00
SmartSensor,DEVICE-1598,3080,5,02/15/2022 01:30:00
SmartSensor,DEVICE-1598,3270,5,02/15/2022 01:35:00
SmartSensor,DEVICE-1598,3238,5,02/15/2022 01:40:00
SmartSensor,DEVICE-1598,3315,5,02/15/2022 01:45:00
SmartSensor,DEVICE-1598,3298,5,02/15/2022 01:50:00
SmartSensor,DEVICE-1598,3386,5,02/15/2022 01:55:00
SmartSensor,DEVICE-1598,3182,5,02/15/2022 02:00:00
SmartSensor,DEVICE-1598,3325,5,02/15/2022 02:05:00
SmartSensor,DEVICE-1598,3237,5,02/15/2022 02:10:00
SmartSensor,DEVICE-1598,3326,5,02/15/2022 02:15:00
SmartSensor,DEVICE-1598,3272,5,02/15/2022 02:20:00
SmartSensor,DEVICE-1598,3447,5,02/15/2022 02:25:00
SmartSensor,DEVICE-1598,3014,5,02/15/2022 02:30:00
SmartSensor,DEVICE-1598,3007,5,02/15/2022 02:35:00
SmartSensor,DEVICE-1598,3430,5,02/15/2022 02:40:00
SmartSensor,DEVICE-1598,3308,5,02/15/2022 02:45:00
SmartSensor,DEVICE-1598,3464,5,02/15/2022 02:50:00
SmartSensor,DEVICE-1598,3264,5,02/15/2022 02:55:00
SmartSensor,DEVICE-1598,3071,5,02/15/2022 03:00:00
SmartSensor,DEVICE-1598,3490,5,02/15/2022 03:05:00
SmartSensor,DEVICE-1598,3410,5,02/15/2022 03:10:00
SmartSensor,DEVICE-1598,3003,5,02/15/2022 03:15:00
SmartSensor,DEVICE-1598,3187,5,02/15/2022 03:20:00
SmartSensor,DEVICE-1598,3286,5,02/15/2022 03:25:00
SmartSensor,DEVICE-1598,3312,5,02/15/2022 03:30:00
SmartSensor,DEVICE-1598,3479,5,02/15/2022 03:35:00
SmartSensor,DEVICE-1598,3439,5,02/15/2022 03:40:00
SmartSensor,DEVICE-1598,3285,5,02/15/2022 03:45:00
SmartSensor,DEVICE-1598,3253,5,02/15/2022 03:50:00
SmartSensor,DEVICE-1598,3117,5,02/15/2022 03:55:00
SmartSensor,DEVICE-1598,3018,5,02/15/2022 04:00:00
SmartSensor,DEVICE-1598,3153,5,02/15/2022 04:05:00
SmartSensor,DEVICE-1598,3287,5,02/15/2022 04:10:00
SmartSensor,DEVICE-1598,3337,5,02/15/2022 04:15:00
SmartSensor,DEVICE-1598,3386,5,02/15/2022 04:20:00
SmartSensor,DEVICE-1598,3302,5,02/15/2022 04:25:00
SmartSensor,DEVICE-1598,3333,5,02/15/2022 04:30:00
SmartSensor,DEVICE-1598,3486,5,02/15/2022 04:35:00
SmartSensor,DEVICE-1598,3490,5,02/15/2022 04:40:00
SmartSensor,DEVICE-1598,3214,5,02/15/2022 04:45:00
SmartSensor,DEVICE-1598,3385,5,02/15/2022 04:50:00
SmartSensor,DEVICE-1598,3279,5,02/15/2022 04:55:00
SmartSensor,DEVICE-1598,3406,5,02/15/2022 05:00:00
SmartSensor,DEVICE-1598,3406,5,02/15/2022 05:05:00
SmartSensor,DEVICE-1598,3252,5,02/15/2022 05:10:00
SmartSensor,DEVICE-1598,3116,5,02/15/2022 05:15:00
SmartSensor,DEVICE-1598,3170,5,02/15/2022 05:20:00
SmartSensor,DEVICE-1598,3277,5,02/15/2022 05:25:00
SmartSensor,DEVICE-1598,3411,5,02/15/2022 05:30:00
SmartSensor,DEVICE-1598,3367,5,02/15/2022 05:35:00
SmartSensor,DEVICE-1598,3269,5,02/15/2022 05:40:00
SmartSensor,DEVICE-1598,3445,5,02/15/2022 05:45:00
SmartSensor,DEVICE-1598,3331,5,02/15/2022 05:50:00
SmartSensor,DEVICE-1598,3361,5,02/15/2022 05:55:00
SmartSensor,DEVICE-1598,3128,5,02/15/2022 06:00:00
SmartSensor,DEVICE-1598,3442,5,02/15/2022 06:05:00
SmartSensor,DEVICE-1598,3147,5,02/15/2022 06:10:00
SmartSensor,DEVICE-1598,3169,5,02/15/2022 06:15:00
SmartSensor,DEVICE-1598,3370,5,02/15/2022 06:20:00
SmartSensor,DEVICE-1598,3198,5,02/15/2022 06:25:00
SmartSensor,DEVICE-1598,3472,5,02/15/2022 06:30:00
SmartSensor,DEVICE-1598,3111,5,02/15/2022 06:35:00
SmartSensor,DEVICE-1598,3154,5,02/15/2022 06:40:00
SmartSensor,DEVICE-1598,3347,5,02/15/2022 06:45:00
SmartSensor,DEVICE-1598,3133,5,02/15/2022 06:50:00
SmartSensor,DEVICE-1598,3015,5,02/15/2022 06:55:00
SmartSensor,DEVICE-1598,3243,5,02/15/2022 07:00:00
SmartSensor,DEVICE-1598,3245,5,02/15/2022 07:05:00
SmartSensor,DEVICE-1598,3276,5,02/15/2022 07:10:00
SmartSensor,DEVICE-1598,3377,5,02/15/2022 07:15:00
SmartSensor,DEVICE-1598,3275,5,02/15/2022 07:20:00
SmartSensor,DEVICE-1598,3236,5,02/15/2022 07:25:00
SmartSensor,DEVICE-1598,3333,5,02/15/2022 07:30:00
SmartSensor,DEVICE-1598,3316,5,02/15/2022 07:35:00
SmartSensor,DEVICE-1598,3100,5,02/15/2022 07:40:00
SmartSensor,DEVICE-1598,3010,5,02/15/2022 07:45:00
SmartSensor,DEVICE-1598,3076,5,02/15/2022 07:50:00
SmartSensor,DEVICE-1598,3492,5,02/15/2022 07:55:00
SmartSensor,DEVICE-1598,3368,5,02/15/2022 08:00:00
SmartSensor,DEVICE-1598,3127,5,02/15/2022 08:05:00
SmartSensor,DEVICE-1598,3098,5,02/15/2022 08:10:00
SmartSensor,DEVICE-1598,3405,5,02/15/2022 08:15:00
SmartSensor,DEVICE-1598,3441,5,02/15/2022 08:20:00
SmartSensor,DEVICE-1598,3248,5,02/15/2022 08:25:00
SmartSensor,DEVICE-1598,3360,5,02/15/2022 08:30:00
SmartSensor,DEVICE-1598,3200,5,02/15/2022 08:35:00
SmartSensor,DEVICE-1598,3488,5,02/15/2022 08:40:00
SmartSensor,DEVICE-1598,3343,5,02/15/2022 08:45:00
SmartSensor,DEVICE-1598,3408,5,02/15/2022 08:50:00
SmartSensor,DEVICE-1598,3059,5,02/15/2022 08:55:00
SmartSensor,DEVICE-1598,5258,5,02/15/2022 09:00:00
SmartSensor,DEVICE-1598,5252,5,02/15/2022 09:05:00
SmartSensor,DEVICE-1598,5076,5,02/15/2022 09:10:00
SmartSensor,DEVICE-1598,5330,5,02/15/2022 09:15:00
SmartSensor,DEVICE-1598,5020,5,02/15/2022 09:20:00
SmartSensor,DEVICE-1598,5358,5,02/15/2022 09:25:00
SmartSensor,DEVICE-1598,5121,5,02/15/2022 09:30:00
SmartSensor,DEVICE-1598,5113,5,02/15/2022 09:35:00
SmartSensor,DEVICE-1598,5337,5,02/15/2022 09:40:00
SmartSensor,DEVICE-1598,5166,5,02/15/2022 09:45:00
SmartSensor,DEVICE-1598,5129,5,02/15/2022 09:50:00
SmartSensor,DEVICE-1598,5188,5,02/15/2022 09:55:00
SmartSensor,DEVICE-1598,5084,5,02/15/2022 10:00:00
SmartSensor,DEVICE-1598,5093,5,02/15/2022 10:05:00
SmartSensor,DEVICE-1598,5054,5,02/15/2022 10:10:00
SmartSensor,DEVICE-1598,5007,5,02/15/2022 10:15:00
SmartSensor,DEVICE-1598,5447,5,02/15/2022 10:20:00
SmartSensor,DEVICE-1598,5042,5,02/15/2022 10:25:00
SmartSensor,DEVICE-1598,5454,5,02/15/2022 10:30:00
SmartSensor,DEVICE-1598,5144,5,02/15/2022 10:35:00
SmartSensor,DEVICE-1598,5025,5,02/15/2022 10:40:00
SmartSensor,DEVICE-1598,5443,5,02/15/2022 10:45:00
SmartSensor,DEVICE-1598,5397,5,02/15/2022 10:50:00
SmartSensor,DEVICE-1598,5335,5,02/15/2022 10:55:00
SmartSensor,DEVICE-1598,5450,5,02/15/2022 11:00:00
SmartSensor,DEVICE-1598,5031,5,02/15/2022 11:05:00
SmartSensor,DEVICE-1598,5125,5,02/15/2022 11:10:00
SmartSensor,DEVICE-1598,5052,5,02/15/2022 11:15:00
SmartSensor,DEVICE-1598,5130,5,02/15/2022 11:20:00
SmartSensor,DEVICE-1598,5458,5,02/15/2022 11:25:00
SmartSensor,DEVICE-1598,5406,5,02/15/2022 11:30:00
SmartSensor,DEVICE-1598,5301,5,02/15/2022 11:35:00
SmartSensor,DEVICE-1598,5483,5,02/15/2022 11:40:00
SmartSensor,DEVICE-1598,5012,5,02/15/2022 11:45:00
SmartSensor,DEVICE-1598,5065,5,02/15/2022 11:50:00
SmartSensor,DEVICE-1598,5255,5,02/15/2022 11:55:00
SmartSensor,DEVICE-1598,5374,5,02/15/2022 12:00:00
SmartSensor,DEVICE-1598,5210,5,02/15/2022 12:05:00
SmartSensor,DEVICE-1598,5028,5,02/15/2022 12:10:00
SmartSensor,DEVICE-1598,5216,5,02/15/2022 12:15:00
SmartSensor,DEVICE-1598,5163,5,02/15/2022 12:20:00
SmartSensor,DEVICE-1598,5030,5,02/15/2022 12:25:00
SmartSensor,DEVICE-1598,5084,5,02/15/2022 12:30:00
SmartSensor,DEVICE-1598,5202,5,02/15/2022 12:35:00
SmartSensor,DEVICE-1598,5314,5,02/15/2022 12:40:00
SmartSensor,DEVICE-1598,5191,5,02/15/2022 12:45:00
SmartSensor,DEVICE-1598,5337,5,02/15/2022 12:50:00
SmartSensor,DEVICE-1598,5278,5,02/15/2022 12:55:00
SmartSensor,DEVICE-1598,5287,5,02/15/2022 13:00:00
SmartSensor,DEVICE-1598,5226,5,02/15/2022 13:05:00
SmartSensor,DEVICE-1598,5475,5,02/15/2022 13:10:00
SmartSensor,DEVICE-1598,5056,5,02/15/2022 13:15:00
SmartSensor,DEVICE-1598,5356,5,02/15/2022 13:20:00
SmartSensor,DEVICE-1598,5477,5,02/15/2022 13:25:00
SmartSensor,DEVICE-1598,5225,5,02/15/2022 13:30:00
SmartSensor,DEVICE-1598,5141,5,02/15/2022 13:35:00
SmartSensor,DEVICE-1598,5303,5,02/15/2022 13:40:00
SmartSensor,DEVICE-1598,5334,5,02/15/2022 13:45:00
SmartSensor,DEVICE-1598,5112,5,02/15/2022 13:50:00
SmartSensor,DEVICE-1598,5138,5,02/15/2022 13:55:00
SmartSensor,DEVICE-1598,5203,5,02/15/2022 14:00:00
SmartSensor,DEVICE-1598,5314,5,02/15/2022 14:05:00
SmartSensor,DEVICE-1598,5355,5,02/15/2022 14:10:00
SmartSensor,DEVICE-1598,5384,5,02/15/2022 14:15:00
SmartSensor,DEVICE-1598,5298,5,02/15/2022 14:20:00
SmartSensor,DEVICE-1598,5021,5,02/15/2022 14:25:00
SmartSensor,DEVICE-1598,5123,5,02/15/2022 14:30:00
SmartSensor,DEVICE-1598,5343,5,02/15/2022 14:35:00
SmartSensor,DEVICE-1598,5304,5,02/15/2022 14:40:00
SmartSensor,DEVICE-1598,5300,5,02/15/2022 14:45:00
SmartSensor,DEVICE-1598,5352,5,02/15/2022 14:50:00
SmartSensor,DEVICE-1598,5060,5,02/15/2022 14:55:00
SmartSensor,DEVICE-1598,5097,5,02/15/2022 15:00:00
SmartSensor,DEVICE-1598,5227,5,02/15/2022 15:05:00
SmartSensor,DEVICE-1598,5339,5,02/15/2022 15:10:00
SmartSensor,DEVICE-1598,5029,5,02/15/2022 15:15:00
SmartSensor,DEVICE-1598,5005,5,02/15/2022 15:20:00
SmartSensor,DEVICE-1598,5089,5,02/15/2022 15:25:00
SmartSensor,DEVICE-1598,5043,5,02/15/2022 15:30:00
SmartSensor,DEVICE-1598,5404,5,02/15/2022 15:35:00
SmartSensor,DEVICE-1598,5122,5,02/15/2022 15:40:00
SmartSensor,DEVICE-1598,5337,5,02/15/2022 15:45:00
SmartSensor,DEVICE-1598,5247,5,02/15/2022 15:50:00
SmartSensor,DEVICE-1598,5346,5,02/15/2022 15:55:00
SmartSensor,DEVICE-1598,5370,5,02/15/2022 16:00:00
SmartSensor,DEVICE-1598,5277,5,02/15/2022 16:05:00
SmartSensor,DEVICE-1598,5013,5,02/15/2022 16:10:00
SmartSensor,DEVICE-1598,5324,5,02/15/2022 16:15:00
SmartSensor,DEVICE-1598,5377,5,02/15/2022 16:20:00
SmartSensor,DEVICE-1598,5361,5,02/15/2022 16:25:00
SmartSensor,DEVICE-1598,5493,5,02/15/2022 16:30:00
SmartSensor,DEVICE-1598,5208,5,02/15/2022 16:35:00
SmartSensor,DEVICE-1598,5393,5,02/15/2022 16:40:00
SmartSensor,DEVICE-1598,5134,5,02/15/2022 16:45:00
SmartSensor,DEVICE-1598,5434,5,02/15/2022 16:50:00
SmartSensor,DEVICE-1598,5254,5,02/15/2022 16:55:00
SmartSensor,DEVICE-1598,5340,5,02/15/2022 17:00:00
SmartSensor,DEVICE-1598,5075,5,02/15/2022 17:05:00
SmartSensor,DEVICE-1598,5268,5,02/15/2022 17:10:00
SmartSensor,DEVICE-1598,5162,5,02/15/2022 17:15:00
SmartSensor,DEVICE-1598,5061,5,02/15/2022 17:20:00
SmartSensor,DEVICE-1598,5181,5,02/15/2022 17:25:00
SmartSensor,DEVICE-1598,5210,5,02/15/2022 17:30:00
SmartSensor,DEVICE-1598,5363,5,02/15/2022 17:35:00
SmartSensor,DEVICE-1598,5243,5,02/15/2022 17:40:00
SmartSensor,DEVICE-1598,5295,5,02/15/2022 17:45:00
SmartSensor,DEVICE-1598,5307,5,02/15/2022 17:50:00
SmartSensor,DEVICE-1598,5473,5,02/15/2022 17:55:00
SmartSensor,DEVICE-1598,5334,5,02/15/2022 18:00:00
SmartSensor,DEVICE-1598,5298,5,02/15/2022 18:05:00
SmartSensor,DEVICE-1598,5231,5,02/15/2022 18:10:00
SmartSensor,DEVICE-1598,5262,5,02/15/2022 18:15:00
SmartSensor,DEVICE-1598,5479,5,02/15/2022 18:20:00
SmartSensor,DEVICE-1598,5350,5,02/15/2022 18:25:00
SmartSensor,DEVICE-1598,5272,5,02/15/2022 18:30:00
SmartSensor,DEVICE-1598,5377,5,02/15/2022 18:35:00
SmartSensor,DEVICE-1598,5289,5,02/15/2022 18:40:00
SmartSensor,DEVICE-1598,5033,5,02/15/2022 18:45:00
SmartSensor,DEVICE-1598,5218,5,02/15/2022 18:50:00
SmartSensor,DEVICE-1598,5492,5,02/15/2022 18:55:00
SmartSensor,DEVICE-1598,3329,5,02/15/2022 19:00:00
SmartSensor,DEVICE-1598,3115,5,02/15/2022 19:05:00
SmartSensor,DEVICE-1598,3063,5,02/15/2022 19:10:00
SmartSensor,DEVICE-1598,3116,5,02/15/2022 19:15:00
SmartSensor,DEVICE-1598,3027,5,02/15/2022 19:20:00
SmartSensor,DEVICE-1598,3034,5,02/15/2022 19:25:00
SmartSensor,DEVICE-1598,3052,5,02/15/2022 19:30:00
SmartSensor,DEVICE-1598,3034,5,02/15/2022 19:35:00
SmartSensor,DEVICE-1598,3172,5,02/15/2022 19:40:00
SmartSensor,DEVICE-1598,3267,5,02/15/2022 19:45:00
SmartSensor,DEVICE-1598,3138,5,02/15/2022 19:50:00
SmartSensor,DEVICE-1598,3018,5,02/15/2022 19:55:00
SmartSensor,DEVICE-1598,3365,5,02/15/2022 20:00:00
SmartSensor,DEVICE-1598,3452,5,02/15/2022 20:05:00
SmartSensor,DEVICE-1598,3346,5,02/15/2022 20:10:00
SmartSensor,DEVICE-1598,3264,5,02/15/2022 20:15:00
SmartSensor,DEVICE-1598,3319,5,02/15/2022 20:20:00
SmartSensor,DEVICE-1598,3192,5,02/15/2022 20:25:00
SmartSensor,DEVICE-1598,3358,5,02/15/2022 20:30:00
SmartSensor,DEVICE-1598,3441,5,02/15/2022 20:35:00
SmartSensor,DEVICE-1598,3334,5,02/15/2022 20:40:00
SmartSensor,DEVICE-1598,3338,5,02/15/2022 20:45:00
SmartSensor,DEVICE-1598,3444,5,02/15/2022 20:50:00
SmartSensor,DEVICE-1598,3425,5,02/15/2022 20:55:00
SmartSensor,DEVICE-1598,3101,5,02/15/2022 21:00:00
SmartSensor,DEVICE-1598,3021,5,02/15/2022 21:05:00
SmartSensor,DEVICE-1598,3168,5,02/15/2022 21:10:00
SmartSensor,DEVICE-1598,3257,5,02/15/2022 21:15:00
SmartSensor,DEVICE-1598,3296,5,02/15/2022 21:20:00
SmartSensor,DEVICE-1598,3393,5,02/15/2022 21:25:00
SmartSensor,DEVICE-1598,3101,5,02/15/2022 21:30:00
SmartSensor,DEVICE-1598,3274,5,02/15/2022 21:35:00
SmartSensor,DEVICE-1598,3281,5,02/15/2022 21:40:00
SmartSensor,DEVICE-1598,3193,5,02/15/2022 21:45:00
SmartSensor,DEVICE-1598,3069,5,02/15/2022 21:50:00
SmartSensor,DEVICE-1598,3351,5,02/15/2022 21:55:00
SmartSensor,DEVICE-1598,3484,5,02/15/2022 22:00:00
SmartSensor,DEVICE-1598,3245,5,02/15/2022 22:05:00
SmartSensor,DEVICE-1598,3291,5,02/15/2022 22:10:00
SmartSensor,DEVICE-1598,3246,5,02/15/2022 22:15:00
SmartSensor,DEVICE-1598,3309,5,02/15/2022 22:20:00
SmartSensor,DEVICE-1598,3213,5,02/15/2022 22:25:00
SmartSensor,DEVICE-1598,3040,5,02/15/2022 22:30:00
SmartSensor,DEVICE-1598,3290,5,02/15/2022 22:35:00
SmartSensor,DEVICE-1598,3296,5,02/15/2022 22:40:00
SmartSensor,DEVICE-1598,3054,5,02/15/2022 22:45:00
SmartSensor,DEVICE-1598,3122,5,02/15/2022 22:50:00
SmartSensor,DEVICE-1598,3463,5,02/15/2022 22:55:00
SmartSensor,DEVICE-1598,3206,5,02/15/2022 23:00:00
SmartSensor,DEVICE-1598,3113,5,02/15/2022 23:05:00
SmartSensor,DEVICE-1598,3166,5,02/15/2022 23:10:00
SmartSensor,DEVICE-1598,3270,5,02/15/2022 23:15:00
SmartSensor,DEVICE-1598,3146,5,02/15/2022 23:20:00
SmartSensor,DEVICE-1598,3215,5,02/15/2022 23:25:00
SmartSensor,DEVICE-1598,3067,5,02/15/2022 23:30:00
SmartSensor,DEVICE-1598,3475,5,02/15/2022 23:35:00
SmartSensor,DEVICE-1598,3013,5,02/15/2022 23:40:00
SmartSensor,DEVICE-1598,3301,5,02/15/2022 23:45:00
SmartSensor,DEVICE-1598,3448,5,02/15/2022 23:50:00
SmartSensor,DEVICE-1598,3273,5,02/15/2022 23:55:00
SmartSensor,DEVICE-1598,3372,5,02/16/2022 00:00:00
SmartSensor,DEVICE-1598,3198,5,02/16/2022 00:05:00
